Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Small millets,2006,Kharif     ,Nagaland,25000.0,17250,1362.5,3192750.0,5500.0,0.694,20.743,31.538,12.324
Soyabean,2006,Kharif     ,Nagaland,25480.0,30620,1362.5,3254050.8,5605.6,1.201,20.743,31.538,12.324
Sugarcane,2006,Rabi       ,Nagaland,290.0,4850,1362.5,37035.9,63.8,16.72,20.743,31.538,12.324
Sugarcane,2006,Whole Year ,Nagaland,4500.0,229000,1362.5,574695.0,990.0,48.145,20.743,31.538,12.324
Sunflower,2006,Kharif     ,Nagaland,380.0,300,1362.5,48529.8,83.6,0.76,20.743,31.538,12.324
Sunflower,2006,Rabi       ,Nagaland,960.0,760,1362.5,122601.6,211.2,0.767,20.743,31.538,12.324
Urad,2006,Rabi       ,Nagaland,660.0,790,1362.5,84288.6,145.2,1.235,20.743,31.538,12.324
Wheat,2006,Rabi       ,Nagaland,1500.0,1250,1362.5,191565.0,330.0,0.86,20.743,31.538,12.324
Arhar/Tur,2006,Kharif     ,Punjab,7200.0,6700,569.6,919512.0,1584.0,0.974,25.692,37.955,14.182
Bajra,2006,Kharif     ,Punjab,6000.0,6000,569.6,766260.0,1320.0,1.0,25.692,37.955,14.182
Barley,2006,Rabi       ,Punjab,19000.0,64000,569.6,2426490.0,4180.0,3.3,25.692,37.955,14.182
Cotton(lint),2006,Kharif     ,Punjab,604000.0,2678000,569.6,77136840.0,132880.0,4.236,25.692,37.955,14.182
Gram,2006,Rabi       ,Punjab,3800.0,3800,569.6,485298.0,836.0,0.979,25.692,37.955,14.182
Groundnut,2006,Kharif     ,Punjab,4400.0,3800,569.6,561924.0,968.0,0.837,25.692,37.955,14.182
Guar seed,2006,Whole Year ,Punjab,20400.0,15800,569.6,2605284.0,4488.0,0.82,25.692,37.955,14.182
Jowar,2006,Kharif     ,Punjab,100.0,100,569.6,12771.0,22.0,1.0,25.692,37.955,14.182
Linseed,2006,Rabi       ,Punjab,200.0,100,569.6,25542.0,44.0,0.5,25.692,37.955,14.182
Maize,2006,Kharif     ,Punjab,154000.0,481000,569.6,19667340.0,33880.0,3.202,25.692,37.955,14.182
Masoor,2006,Rabi       ,Punjab,2100.0,800,569.6,268191.0,462.0,0.495,25.692,37.955,14.182
Moong(Green Gram),2006,Kharif     ,Punjab,12300.0,10700,569.6,1570833.0,2706.0,0.905,25.692,37.955,14.182
Moth,2006,Kharif     ,Punjab,100.0,100,569.6,12771.0,22.0,1.0,25.692,37.955,14.182
Peas & beans (Pulses),2006,Rabi       ,Punjab,3100.0,3600,569.6,395901.0,682.0,1.059,25.692,37.955,14.182
Rapeseed &Mustard,2006,Rabi       ,Punjab,41000.0,46000,569.6,5236110.0,9020.0,1.067,25.692,37.955,14.182
Rice,2006,Kharif     ,Punjab,2621000.0,10138000,569.6,334727910.0,576620.0,3.75,25.692,37.955,14.182
Sesamum,2006,Kharif     ,Punjab,9500.0,3200,569.6,1213245.0,2090.0,0.263,25.692,37.955,14.182
Urad,2006,Kharif     ,Punjab,3300.0,1400,569.6,421443.0,726.0,0.352,25.692,37.955,14.182
Wheat,2006,Rabi       ,Punjab,3467000.0,14596000,569.6,442770570.0,762740.0,4.148,25.692,37.955,14.182
Arhar/Tur,2006,Kharif     ,Tripura,1193.0,849,1764.3,152358.03,262.46,0.705,24.872,34.042,17.059
Cotton(lint),2006,Kharif     ,Tripura,1148.0,1598,1764.3,146611.08,252.56,1.375,24.872,34.042,17.059
Gram,2006,Rabi       ,Tripura,132.0,96,1764.3,16857.72,29.04,0.728,24.872,34.042,17.059
Groundnut,2006,Kharif     ,Tripura,412.0,435,1764.3,52616.52,90.64,1.162,24.872,34.042,17.059
Groundnut,2006,Rabi       ,Tripura,187.0,186,1764.3,23881.77,41.14,1.0,24.872,34.042,17.059
Jute,2006,Kharif     ,Tripura,466.0,3966,1764.3,59512.86,102.52,8.475,24.872,34.042,17.059
Maize,2006,Kharif     ,Tripura,2450.0,2420,1764.3,312889.5,539.0,0.992,24.872,34.042,17.059
Masoor,2006,Rabi       ,Tripura,360.0,234,1764.3,45975.6,79.2,0.612,24.872,34.042,17.059
Mesta,2006,Kharif     ,Tripura,1064.0,7798,1764.3,135883.44,234.08,7.608,24.872,34.042,17.059
Moong(Green Gram),2006,Kharif     ,Tripura,744.0,389,1764.3,95016.24,163.68,0.515,24.872,34.042,17.059
Moong(Green Gram),2006,Rabi       ,Tripura,349.0,185,1764.3,44570.79,76.78,0.53,24.872,34.042,17.059
Other  Rabi pulses,2006,Rabi       ,Tripura,1006.0,793,1764.3,128476.26,221.32,0.762,24.872,34.042,17.059
Other Kharif pulses,2006,Kharif     ,Tripura,1651.0,1076,1764.3,210849.21,363.22,0.678,24.872,34.042,17.059
Peas & beans (Pulses),2006,Rabi       ,Tripura,828.0,622,1764.3,105743.88,182.16,0.74,24.872,34.042,17.059
Rapeseed &Mustard,2006,Rabi       ,Tripura,1744.0,1361,1764.3,222726.24,383.68,0.78,24.872,34.042,17.059
Rice,2006,Kharif     ,Tripura,250939.0,628200,1764.3,32047419.69,55206.58,2.422,24.872,34.042,17.059
Sesamum,2006,Kharif     ,Tripura,2077.0,1048,1764.3,265253.67,456.94,0.512,24.872,34.042,17.059
Sugarcane,2006,Whole Year ,Tripura,869.0,42373,1764.3,110979.99,191.18,49.18,24.872,34.042,17.059
Urad,2006,Kharif     ,Tripura,1290.0,712,1764.3,164745.9,283.8,0.565,24.872,34.042,17.059
Urad,2006,Rabi       ,Tripura,521.0,330,1764.3,66536.91,114.62,0.6,24.872,34.042,17.059
Wheat,2006,Rabi       ,Tripura,970.0,1845,1764.3,123878.7,213.4,1.885,24.872,34.042,17.059
Arhar/Tur,2006,Kharif     ,Uttar Pradesh,406572.0,304386,590.5,51923310.12,89445.84,0.761,26.288,37.763,15.589
Bajra,2006,Kharif     ,Uttar Pradesh,883877.0,1285887,590.5,112879931.7,194452.94,1.402,26.288,37.763,15.589
Banana,2006,Whole Year ,Uttar Pradesh,2002.0,77709,590.5,255675.42,440.44,38.843,26.288,37.763,15.589
Barley,2006,Rabi       ,Uttar Pradesh,193273.0,386300,590.5,24682894.83,42520.06,2.019,26.288,37.763,15.589
Coriander,2006,Whole Year ,Uttar Pradesh,5515.0,2869,590.5,704320.65,1213.3,0.516,26.288,37.763,15.589
Cotton(lint),2006,Kharif     ,Uttar Pradesh,5174.0,1105,590.5,660771.54,1138.28,0.198,26.288,37.763,15.589
Dry chillies,2006,Whole Year ,Uttar Pradesh,15071.0,14295,590.5,1924717.41,3315.62,0.953,26.288,37.763,15.589
Garlic,2006,Rabi       ,Uttar Pradesh,31932.0,140404,590.5,4078035.72,7025.04,4.47,26.288,37.763,15.589
Ginger,2006,Kharif     ,Uttar Pradesh,887.0,2728,590.5,113278.77,195.14,3.05,26.288,37.763,15.589
Gram,2006,Rabi       ,Uttar Pradesh,674884.0,500799,590.5,86189435.64,148474.48,0.817,26.288,37.763,15.589
Groundnut,2006,Kharif     ,Uttar Pradesh,100483.0,72636,590.5,12832683.93,22106.26,0.794,26.288,37.763,15.589
Guar seed,2006,Whole Year ,Uttar Pradesh,2494.0,2097,590.5,318508.74,548.68,0.842,26.288,37.763,15.589
Jowar,2006,Kharif     ,Uttar Pradesh,231290.0,238052,590.5,29538045.9,50883.8,1.114,26.288,37.763,15.589
Linseed,2006,Rabi       ,Uttar Pradesh,33759.0,11855,590.5,4311361.89,7426.98,0.325,26.288,37.763,15.589
Maize,2006,Kharif     ,Uttar Pradesh,842052.0,1116939,590.5,107538460.9,185251.44,1.308,26.288,37.763,15.589
Maize,2006,Rabi       ,Uttar Pradesh,4215.0,13278,590.5,538297.65,927.3,3.12,26.288,37.763,15.589
Maize,2006,Summer     ,Uttar Pradesh,25366.0,33635,590.5,3239491.86,5580.52,1.326,26.288,37.763,15.589
Masoor,2006,Rabi       ,Uttar Pradesh,615721.0,433856,590.5,78633728.91,135458.62,0.778,26.288,37.763,15.589
Onion,2006,Rabi       ,Uttar Pradesh,7525.0,144345,590.5,961017.75,1655.5,19.179,26.288,37.763,15.589
Onion,2006,Summer     ,Uttar Pradesh,13173.0,153400,590.5,1682323.83,2898.06,11.645,26.288,37.763,15.589
Other  Rabi pulses,2006,Rabi       ,Uttar Pradesh,419943.0,405970,590.5,53630920.53,92387.46,1.02,26.288,37.763,15.589
Other Kharif pulses,2006,Kharif     ,Uttar Pradesh,606775.0,330090,590.5,77491235.25,133490.5,0.544,26.288,37.763,15.589
Potato,2006,Rabi       ,Uttar Pradesh,469301.0,10247912,590.5,59934430.71,103246.22,20.567,26.288,37.763,15.589
Rapeseed &Mustard,2006,Rabi       ,Uttar Pradesh,599187.0,612604,590.5,76522171.77,131821.14,0.905,26.288,37.763,15.589
Rice,2006,Kharif     ,Uttar Pradesh,5902577.0,11082993,590.5,753818108.7,1298566.94,1.846,26.288,37.763,15.589
Rice,2006,Summer     ,Uttar Pradesh,18175.0,40620,590.5,2321129.25,3998.5,1.995,26.288,37.763,15.589
Sannhamp,2006,Kharif     ,Uttar Pradesh,3248.0,903,590.5,414802.08,714.56,0.292,26.288,37.763,15.589
Sesamum,2006,Kharif     ,Uttar Pradesh,140351.0,23629,590.5,17924226.21,30877.22,0.165,26.288,37.763,15.589
Small millets,2006,Kharif     ,Uttar Pradesh,17136.0,10517,590.5,2188438.56,3769.92,0.66,26.288,37.763,15.589
Soyabean,2006,Kharif     ,Uttar Pradesh,7494.0,7314,590.5,957058.74,1648.68,0.982,26.288,37.763,15.589
Sugarcane,2006,Kharif     ,Uttar Pradesh,2246520.0,133949379,590.5,286903069.2,494234.4,51.905,26.288,37.763,15.589
Sunflower,2006,Summer     ,Uttar Pradesh,13783.0,20608,590.5,1760226.93,3032.26,1.47,26.288,37.763,15.589
Sweet potato,2006,Kharif     ,Uttar Pradesh,18853.0,257323,590.5,2407716.63,4147.66,13.644,26.288,37.763,15.589
Tobacco,2006,Rabi       ,Uttar Pradesh,23227.0,123614,590.5,2966320.17,5109.94,5.305,26.288,37.763,15.589
Tobacco,2006,Summer     ,Uttar Pradesh,490.0,1445,590.5,62577.9,107.8,2.973,26.288,37.763,15.589
Turmeric,2006,Rabi       ,Uttar Pradesh,1625.0,5526,590.5,207528.75,357.5,3.393,26.288,37.763,15.589
Wheat,2006,Rabi       ,Uttar Pradesh,9197642.0,25443428,590.5,1174630860.0,2023481.24,2.725,26.288,37.763,15.589
Arhar/Tur,2006,Kharif     ,Uttarakhand,1827.0,995,1178.9,233326.17,401.94,0.667,19.332,29.223,10.922
Bajra,2006,Kharif     ,Uttarakhand,11.0,13,1178.9,1404.81,2.42,1.11,19.332,29.223,10.922
Barley,2006,Rabi       ,Uttarakhand,24080.0,27699,1178.9,3075256.8,5297.6,1.234,19.332,29.223,10.922
Garlic,2006,Whole Year ,Uttarakhand,2382.0,16735,1178.9,304205.22,524.04,5.732,19.332,29.223,10.922
Gram,2006,Rabi       ,Uttarakhand,877.0,674,1178.9,112001.67,192.94,0.589,19.332,29.223,10.922
Groundnut,2006,Kharif     ,Uttarakhand,1749.0,1888,1178.9,223364.79,384.78,1.008,19.332,29.223,10.922
Horse-gram,2006,Kharif     ,Uttarakhand,9523.0,6745,1178.9,1216182.33,2095.06,0.695,19.332,29.223,10.922
Linseed,2006,Rabi       ,Uttarakhand,40.0,15,1178.9,5108.4,8.8,0.38,19.332,29.223,10.922
Maize,2006,Kharif     ,Uttarakhand,27163.0,35850,1178.9,3468986.73,5975.86,1.138,19.332,29.223,10.922
Maize,2006,Rabi       ,Uttarakhand,81.0,131,1178.9,10344.51,17.82,1.627,19.332,29.223,10.922
Masoor,2006,Rabi       ,Uttarakhand,12677.0,5846,1178.9,1618979.67,2788.94,0.551,19.332,29.223,10.922
Moong(Green Gram),2006,Kharif     ,Uttarakhand,2.0,2,1178.9,255.42,0.44,1.0,19.332,29.223,10.922
Moong(Green Gram),2006,Rabi       ,Uttarakhand,30.0,13,1178.9,3831.3,6.6,0.43,19.332,29.223,10.922
Moth,2006,Kharif     ,Uttarakhand,10.0,3,1178.9,1277.1,2.2,0.3,19.332,29.223,10.922
Onion,2006,Whole Year ,Uttarakhand,2116.0,11886,1178.9,270234.36,465.52,6.465,19.332,29.223,10.922
Other  Rabi pulses,2006,Rabi       ,Uttarakhand,50.0,18,1178.9,6385.5,11.0,0.298,19.332,29.223,10.922
Other Cereals,2006,Kharif     ,Uttarakhand,4615.0,1971,1178.9,589381.65,1015.3,0.436,19.332,29.223,10.922
Other Cereals,2006,Rabi       ,Uttarakhand,682.0,407,1178.9,87098.22,150.04,0.51,19.332,29.223,10.922
Other Kharif pulses,2006,Kharif     ,Uttarakhand,12863.0,7757,1178.9,1642733.73,2829.86,0.632,19.332,29.223,10.922
Peas & beans (Pulses),2006,Rabi       ,Uttarakhand,5003.0,4902,1178.9,638933.13,1100.66,0.772,19.332,29.223,10.922
Potato,2006,Kharif     ,Uttarakhand,8274.0,83792,1178.9,1056672.54,1820.28,9.943,19.332,29.223,10.922
Potato,2006,Rabi       ,Uttarakhand,7099.0,77930,1178.9,906613.29,1561.78,9.774,19.332,29.223,10.922
Ragi,2006,Kharif     ,Uttarakhand,125640.0,171181,1178.9,16045484.4,27640.8,1.391,19.332,29.223,10.922
Rapeseed &Mustard,2006,Rabi       ,Uttarakhand,13480.0,7582,1178.9,1721530.8,2965.6,0.454,19.332,29.223,10.922
Rice,2006,Kharif     ,Uttarakhand,273662.0,540128,1178.9,34949374.02,60205.64,1.645,19.332,29.223,10.922
Rice,2006,Rabi       ,Uttarakhand,9923.0,31208,1178.9,1267266.33,2183.06,3.145,19.332,29.223,10.922
Sesamum,2006,Kharif     ,Uttarakhand,1799.0,431,1178.9,229750.29,395.78,0.233,19.332,29.223,10.922
Small millets,2006,Kharif     ,Uttarakhand,71050.0,84239,1178.9,9073795.5,15631.0,1.162,19.332,29.223,10.922
Soyabean,2006,Kharif     ,Uttarakhand,9327.0,12329,1178.9,1191151.17,2051.94,0.994,19.332,29.223,10.922
Sugarcane,2006,Whole Year ,Uttarakhand,118869.0,7267238,1178.9,15180759.99,26151.18,61.44,19.332,29.223,10.922
Sunflower,2006,Kharif     ,Uttarakhand,47.0,57,1178.9,6002.37,10.34,1.23,19.332,29.223,10.922
Tobacco,2006,Whole Year ,Uttarakhand,13.0,44,1178.9,1660.23,2.86,2.857,19.332,29.223,10.922
Turmeric,2006,Whole Year ,Uttarakhand,207.0,475,1178.9,26435.97,45.54,1.915,19.332,29.223,10.922
Urad,2006,Kharif     ,Uttarakhand,10941.0,7023,1178.9,1397275.11,2407.02,0.635,19.332,29.223,10.922
Urad,2006,Rabi       ,Uttarakhand,335.0,211,1178.9,42782.85,73.7,0.63,19.332,29.223,10.922
Wheat,2006,Rabi       ,Uttarakhand,377870.0,796548,1178.9,48257777.7,83131.4,1.761,19.332,29.223,10.922
other oilseeds,2006,Kharif     ,Uttarakhand,831.0,451,1178.9,106127.01,182.82,0.587,19.332,29.223,10.922
other oilseeds,2006,Rabi       ,Uttarakhand,1035.0,540,1178.9,132179.85,227.7,0.337,19.332,29.223,10.922
Arhar/Tur,2006,Rabi       ,Jharkhand,15909.83,20344,1465.1,2031844.389,3500.163,1.449,23.542,33.57,14.642
Gram,2006,Rabi       ,Jharkhand,14224.57,10445,1465.1,1816619.835,3129.405,0.759,23.542,33.57,14.642
Maize,2006,Autumn     ,Jharkhand,75712.78,116029,1465.1,9669279.134,16656.812,1.457,23.542,33.57,14.642
Masoor,2006,Rabi       ,Jharkhand,4190.51,2518,1465.1,535170.032,921.912,0.494,23.542,33.57,14.642
Onion,2006,Rabi       ,Jharkhand,2914.72,16719,1465.1,372238.891,641.238,5.84,23.542,33.57,14.642
Potato,2006,Rabi       ,Jharkhand,13341.72,108295,1465.1,1703871.061,2935.178,8.044,23.542,33.57,14.642
Potato,2006,Winter     ,Jharkhand,20693.26,157358,1465.1,2642736.235,4552.517,7.691,23.542,33.57,14.642
Ragi,2006,Autumn     ,Jharkhand,32829.89,25216,1465.1,4192705.252,7222.576,0.828,23.542,33.57,14.642
Rapeseed &Mustard,2006,Rabi       ,Jharkhand,17701.5,11787,1465.1,2260658.565,3894.33,0.656,23.542,33.57,14.642
Rice,2006,Autumn     ,Jharkhand,183635.05,254351,1465.1,23452032.24,40399.711,1.275,23.542,33.57,14.642
Rice,2006,Winter     ,Jharkhand,995583.37,1175595,1465.1,127145952.2,219028.341,1.208,23.542,33.57,14.642
Sugarcane,2006,Whole Year ,Jharkhand,587.89,26102,1465.1,75079.432,129.336,38.048,23.542,33.57,14.642
Wheat,2006,Rabi       ,Jharkhand,124418.04,163905,1465.1,15889427.89,27371.969,1.28,23.542,33.57,14.642
Arhar/Tur,2007,Kharif     ,Andhra Pradesh,463000.0,302000,1004.2,61764200.0,74080.0,0.636,27.43,36.962,19.714
Bajra,2007,Kharif     ,Andhra Pradesh,60000.0,81000,1004.2,8004000.0,9600.0,1.392,27.43,36.962,19.714
Bajra,2007,Rabi       ,Andhra Pradesh,14000.0,11000,1004.2,1867600.0,2240.0,0.918,27.43,36.962,19.714
Castor seed,2007,Kharif     ,Andhra Pradesh,199000.0,129000,1004.2,26546600.0,31840.0,0.564,27.43,36.962,19.714
Cotton(lint),2007,Kharif     ,Andhra Pradesh,1134000.0,3489000,1004.2,151275600.0,181440.0,2.668,27.43,36.962,19.714
Dry chillies,2007,Kharif     ,Andhra Pradesh,174000.0,636000,1004.2,23211600.0,27840.0,2.808,27.43,36.962,19.714
Dry chillies,2007,Rabi       ,Andhra Pradesh,49000.0,133000,1004.2,6536600.0,7840.0,2.566,27.43,36.962,19.714
Gram,2007,Rabi       ,Andhra Pradesh,630000.0,912000,1004.2,84042000.0,100800.0,1.28,27.43,36.962,19.714
Groundnut,2007,Kharif     ,Andhra Pradesh,1500000.0,2036000,1004.2,200100000.0,240000.0,1.334,27.43,36.962,19.714
Groundnut,2007,Rabi       ,Andhra Pradesh,295000.0,567000,1004.2,39353000.0,47200.0,1.97,27.43,36.962,19.714
Horse-gram,2007,Kharif     ,Andhra Pradesh,7000.0,4000,1004.2,933800.0,1120.0,0.585,27.43,36.962,19.714
Horse-gram,2007,Rabi       ,Andhra Pradesh,43000.0,21000,1004.2,5736200.0,6880.0,0.486,27.43,36.962,19.714
Jowar,2007,Kharif     ,Andhra Pradesh,143000.0,203000,1004.2,19076200.0,22880.0,1.456,27.43,36.962,19.714
Jowar,2007,Rabi       ,Andhra Pradesh,188000.0,263000,1004.2,25079200.0,30080.0,1.375,27.43,36.962,19.714
Maize,2007,Kharif     ,Andhra Pradesh,519000.0,2377000,1004.2,69234600.0,83040.0,4.237,27.43,36.962,19.714
Maize,2007,Rabi       ,Andhra Pradesh,267000.0,1754000,1004.2,35617800.0,42720.0,6.222,27.43,36.962,19.714
Mesta,2007,Kharif     ,Andhra Pradesh,57000.0,501000,1004.2,7603800.0,9120.0,8.165,27.43,36.962,19.714
Moong(Green Gram),2007,Kharif     ,Andhra Pradesh,286000.0,140000,1004.2,38152400.0,45760.0,0.424,27.43,36.962,19.714
Moong(Green Gram),2007,Rabi       ,Andhra Pradesh,152000.0,52000,1004.2,20276800.0,24320.0,0.501,27.43,36.962,19.714
Onion,2007,Kharif     ,Andhra Pradesh,23000.0,370000,1004.2,3068200.0,3680.0,13.816,27.43,36.962,19.714
Onion,2007,Rabi       ,Andhra Pradesh,14000.0,270000,1004.2,1867600.0,2240.0,18.071,27.43,36.962,19.714
Other  Rabi pulses,2007,Rabi       ,Andhra Pradesh,3000.0,4000,1004.2,400200.0,480.0,1.25,27.43,36.962,19.714
Other Kharif pulses,2007,Kharif     ,Andhra Pradesh,6000.0,3000,1004.2,800400.0,960.0,0.5,27.43,36.962,19.714
Ragi,2007,Kharif     ,Andhra Pradesh,48000.0,59000,1004.2,6403200.0,7680.0,1.446,27.43,36.962,19.714
Ragi,2007,Rabi       ,Andhra Pradesh,7000.0,8000,1004.2,933800.0,1120.0,1.1,27.43,36.962,19.714
Rice,2007,Kharif     ,Andhra Pradesh,2578000.0,8191000,1004.2,343905200.0,412480.0,3.095,27.43,36.962,19.714
Rice,2007,Rabi       ,Andhra Pradesh,1406000.0,5133000,1004.2,187560400.0,224960.0,3.159,27.43,36.962,19.714
Sesamum,2007,Kharif     ,Andhra Pradesh,82000.0,18000,1004.2,10938800.0,13120.0,0.178,27.43,36.962,19.714
Sesamum,2007,Rabi       ,Andhra Pradesh,31000.0,8000,1004.2,4135400.0,4960.0,0.245,27.43,36.962,19.714
Small millets,2007,Kharif     ,Andhra Pradesh,35000.0,22000,1004.2,4669000.0,5600.0,0.727,27.43,36.962,19.714
Sugarcane,2007,Whole Year ,Andhra Pradesh,247000.0,20182000,1004.2,32949800.0,39520.0,83.412,27.43,36.962,19.714
Sunflower,2007,Kharif     ,Andhra Pradesh,116000.0,73000,1004.2,15474400.0,18560.0,0.666,27.43,36.962,19.714
Sunflower,2007,Rabi       ,Andhra Pradesh,310000.0,364000,1004.2,41354000.0,49600.0,1.329,27.43,36.962,19.714
Tobacco,2007,Whole Year ,Andhra Pradesh,120000.0,175000,1004.2,16008000.0,19200.0,1.529,27.43,36.962,19.714
Urad,2007,Kharif     ,Andhra Pradesh,96000.0,49000,1004.2,12806400.0,15360.0,0.534,27.43,36.962,19.714
Urad,2007,Rabi       ,Andhra Pradesh,407000.0,201000,1004.2,54293800.0,65120.0,0.6,27.43,36.962,19.714
Wheat,2007,Rabi       ,Andhra Pradesh,8000.0,8000,1004.2,1067200.0,1280.0,1.0,27.43,36.962,19.714
Arhar/Tur,2007,Kharif     ,Bihar,30860.0,42667,1600.2,4116724.0,4937.6,1.279,25.611,36.087,15.854
Bajra,2007,Kharif     ,Bihar,3497.0,3856,1600.2,466499.8,559.52,1.045,25.611,36.087,15.854
Banana,2007,Whole Year ,Bihar,17872.0,233609,1600.2,2384124.8,2859.52,15.213,25.611,36.087,15.854
Barley,2007,Rabi       ,Bihar,15402.0,18513,1600.2,2054626.8,2464.32,1.193,25.611,36.087,15.854
Castor seed,2007,Kharif     ,Bihar,203.0,194,1600.2,27080.2,32.48,0.978,25.611,36.087,15.854
Coriander,2007,Whole Year ,Bihar,2167.0,1573,1600.2,289077.8,346.72,0.737,25.611,36.087,15.854
Dry chillies,2007,Whole Year ,Bihar,2680.0,3534,1600.2,357512.0,428.8,1.106,25.611,36.087,15.854
Garlic,2007,Whole Year ,Bihar,2502.0,3615,1600.2,333766.8,400.32,1.448,25.611,36.087,15.854
Ginger,2007,Kharif     ,Bihar,699.0,1075,1600.2,93246.6,111.84,1.645,25.611,36.087,15.854
Gram,2007,Rabi       ,Bihar,64105.0,63473,1600.2,8551607.0,10256.8,1.088,25.611,36.087,15.854
Groundnut,2007,Kharif     ,Bihar,1207.0,868,1600.2,161013.8,193.12,0.683,25.611,36.087,15.854
Jowar,2007,Kharif     ,Bihar,3426.0,3761,1600.2,457028.4,548.16,1.086,25.611,36.087,15.854
Jute,2007,Kharif     ,Bihar,131627.0,1242849,1600.2,17559041.8,21060.32,9.999,25.611,36.087,15.854
Khesari,2007,Rabi       ,Bihar,98114.0,82348,1600.2,13088407.6,15698.24,0.804,25.611,36.087,15.854
Linseed,2007,Rabi       ,Bihar,27507.0,22691,1600.2,3669433.8,4401.12,0.828,25.611,36.087,15.854
Maize,2007,Autumn     ,Bihar,263299.0,321402,1600.2,35124086.6,42127.84,1.306,25.611,36.087,15.854
Maize,2007,Rabi       ,Bihar,214521.0,858245,1600.2,28617101.4,34323.36,3.764,25.611,36.087,15.854
Maize,2007,Summer     ,Bihar,181481.0,623215,1600.2,24209565.4,29036.96,3.207,25.611,36.087,15.854
Masoor,2007,Rabi       ,Bihar,158487.0,126134,1600.2,21142165.8,25357.92,0.78,25.611,36.087,15.854
Mesta,2007,Kharif     ,Bihar,22626.0,209564,1600.2,3018308.4,3620.16,8.203,25.611,36.087,15.854
Moong(Green Gram),2007,Kharif     ,Bihar,8834.0,5358,1600.2,1178455.6,1413.44,0.628,25.611,36.087,15.854
Moong(Green Gram),2007,Summer     ,Bihar,156047.0,93579,1600.2,20816669.8,24967.52,0.644,25.611,36.087,15.854
Onion,2007,Whole Year ,Bihar,15216.0,136730,1600.2,2029814.4,2434.56,8.736,25.611,36.087,15.854
Other  Rabi pulses,2007,Rabi       ,Bihar,3052.0,2261,1600.2,407136.8,488.32,0.741,25.611,36.087,15.854
Other Kharif pulses,2007,Kharif     ,Bihar,1403.0,917,1600.2,187160.2,224.48,0.657,25.611,36.087,15.854
Peas & beans (Pulses),2007,Rabi       ,Bihar,23288.0,25083,1600.2,3106619.2,3726.08,1.094,25.611,36.087,15.854
Potato,2007,Whole Year ,Bihar,153909.0,1244108,1600.2,20531460.6,24625.44,8.115,25.611,36.087,15.854
Ragi,2007,Kharif     ,Bihar,13222.0,7996,1600.2,1763814.8,2115.52,0.647,25.611,36.087,15.854
Rapeseed &Mustard,2007,Rabi       ,Bihar,88126.0,87464,1600.2,11756008.4,14100.16,0.933,25.611,36.087,15.854
Rice,2007,Autumn     ,Bihar,524266.0,318517,1600.2,69937084.4,83882.56,0.617,25.611,36.087,15.854
Rice,2007,Summer     ,Bihar,110440.0,172291,1600.2,14732696.0,17670.4,1.417,25.611,36.087,15.854
Rice,2007,Winter     ,Bihar,2842665.0,3967956,1600.2,379211511.0,454826.4,1.261,25.611,36.087,15.854
Safflower,2007,Rabi       ,Bihar,115.0,92,1600.2,15341.0,18.4,0.833,25.611,36.087,15.854
Sannhamp,2007,Kharif     ,Bihar,3451.0,15301,1600.2,460363.4,552.16,4.354,25.611,36.087,15.854
Sesamum,2007,Kharif     ,Bihar,2832.0,2245,1600.2,377788.8,453.12,0.812,25.611,36.087,15.854
Small millets,2007,Kharif     ,Bihar,7000.0,5169,1600.2,933800.0,1120.0,0.753,25.611,36.087,15.854
Sugarcane,2007,Whole Year ,Bihar,107039.0,4027229,1600.2,14279002.6,17126.24,33.245,25.611,36.087,15.854
Sunflower,2007,Rabi       ,Bihar,22052.0,30646,1600.2,2941736.8,3528.32,1.43,25.611,36.087,15.854
Sweet potato,2007,Whole Year ,Bihar,3741.0,49649,1600.2,499049.4,598.56,13.456,25.611,36.087,15.854
Tobacco,2007,Whole Year ,Bihar,13330.0,22428,1600.2,1778222.0,2132.8,1.808,25.611,36.087,15.854
Turmeric,2007,Whole Year ,Bihar,3432.0,3419,1600.2,457828.8,549.12,0.998,25.611,36.087,15.854
Urad,2007,Kharif     ,Bihar,22366.0,17497,1600.2,2983624.4,3578.56,0.808,25.611,36.087,15.854
Wheat,2007,Rabi       ,Bihar,2131232.0,4977463,1600.2,284306348.8,340997.12,2.228,25.611,36.087,15.854
Arhar/Tur,2007,Kharif     ,Chhattisgarh,50376.0,26282,1246.2,6720158.4,8060.16,0.535,26.235,36.778,16.194
Bajra,2007,Kharif     ,Chhattisgarh,68.0,31,1246.2,9071.2,10.88,0.377,26.235,36.778,16.194
